id,subj,code,name,desc,credits,CURover,CURdiff,CURwork
3590,RELST,3540,On Paying Attention,"",4,-1,-1,-1
3591,RELST,3677,The Search for the Historical Muhammad,"As the founder of Islam Muhammad is one of the most influential figures in world history. An important source for his life is the Sira of Ibn Ishaq (d. ca. 761), a biography that opens with Muhammad's birth ca. 570 and ends with his death in 632. If we take the narrative reports in this text at face-value, then Muhammad appears to have been born in the full light of history. But is the Sira a reliable source for the historical Muhammad? In this seminar, we will read this text in its entirely and analyze selected episodes from a critical historical perspective, with special attention to biblical and post-biblical models for the writing of sacred history.",4,-1,-1,-1
3592,RELST,4100,Latin Philosophical Texts,Reading and translation of Latin philosophical texts.,1,-1,-1,-1
3593,RELST,4451,Gender and Sexuality in Southeast Asian Cinema,"Examines the new cinemas of Southeast Asia and their engagement with contemporary discourses of gender and sexuality. It pays special attention to the ways in which sexuality and gendered embodiment are at present linked to citizenship and other forms of belonging and to how the films draw on Buddhist and Islamic traditions of representation and belief. Focusing on globally circulating Southeast Asian films of the past 15 years, the course draws on current writings from feminism, Buddhist studies, affect theory, queer studies, postcolonial theory, and film studies to ask what new understandings of subjectivity might emerge from these cinemas and their political contexts. Films will be drawn from both mainstream and independent cinema and will include the work of directors such as Apichatpong Weerasethakul, Danny and Oxide Pang, Yau Ching, Thunska Pansittivorakul, Garin Nugroho, and Jean-Jacques Annaud.",4,-1,-1,-1
3594,RELST,4485,Secularism and the Minority Question,"There is a vexed relationship between secular governance and the lived struggles of religious minorities. While proponents claim that secular reason is a solution to religious strife, recent scholarship has shown how modern secular governance has actually exacerbated religious tensions and hardened boundaries in liberal democracies. To understand this problem space, this seminar will begin with overviews of the anthropology of secularism, followed by genealogies of the religious minority form as a category of governance, and then shift to reading ethnographies that focus on religious minorities in contemporary liberal democracies cross-culturally. Concluding with an intensive focus on South Asia, we will analyze the possibilities and limits of state forms of recognition that enumerate religion, as it intersects with other axes of difference, in the context of majority-minority relations and people's everyday identifications.",4,-1,-1,-1
3595,RELST,4665,Augustine,"",4,-1,-1,-1
3596,RELST,4990,Directed Study,For undergraduates who wish to obtain research experience or do extensive reading on a special topic. Students select a topic in consultation with the faculty member who has agreed to supervise the course.,2,-1,-1,-1
3597,RELST,4995,Senior Honors Essay I,"RELST 4995 is the first course in the Honors two-part sequence. The Honors Program is open to Religious Studies majors who have done superior work and who wish to devote a substantial part of their senior year to advanced, specialized, independent research and writing of a thesis. Successfully completing an honors thesis will require sustained interest, exceptional ability, diligence, and enthusiasm. While admissions to the Honors Program and completion of a thesis do not guarantee that students will be awarded honors in Religious Studies, most students find the experience as intellectually rewarding as it is rigorous.",4,-1,-1,-1
3598,RELST,4996,Senior Honors Essay II,"RELST 4996 is the second course in the Honors two-part sequence. The Honors Program is open to Religious Studies majors who have done superior work and who wish to devote a substantial part of their senior year to advanced, specialized, independent research and writing of a thesis. Successfully completing an honors thesis will require sustained interest, exceptional ability, diligence, and enthusiasm. While admissions to the Honors Program and completion of a thesis do not guarantee that students will be awarded honors in Religious Studies, most students find the experience as intellectually rewarding as it is rigorous.",4,-1,-1,-1
3599,RELST,6020,Latin Philosophical Texts,Reading and translation of Latin philosophical texts.,1,-1,-1,-1
3600,RELST,6210,Topics in Medieval Philosophy,Graduate seminar covering a topic in medieval philosophy.,4,-1,-1,-1
3601,RELST,7485,Secularism and the Minority Question,"There is a vexed relationship between secular governance and the lived struggles of religious minorities. While proponents claim that secular reason is a solution to religious strife, recent scholarship has shown how modern secular governance has actually exacerbated religious tensions and hardened boundaries in liberal democracies. To understand this problem space, this seminar will begin with overviews of the anthropology of secularism, followed by genealogies of the religious minority form as a category of governance, and then shift to reading ethnographies that focus on religious minorities in contemporary liberal democracies cross-culturally. Concluding with an intensive focus on South Asia, we will analyze the possibilities and limits of state forms of recognition that enumerate religion, as it intersects with other axes of difference, in the context of majority-minority relations and people's everyday identifications.",4,-1,-1,-1
3602,ROMAN,1210,Elementary Romanian I,"This is a comprehensive course in elementary Romanian language.  The course is taught at Columbia University and delivered to Cornell students via videoconference.  The course guides students through the elementary levels of reading, writing, speaking and understanding Romanian.  The course aggregates around a ""city theme"" where students need to perform all the social and linguistic taks required to live comfortably with cultural understanding in a Romanian city.  The students do extensive group and pair work, thus developing a comfortable learning routine where they can assess their own progress.  There is extensive use of cultural artifacts and media.",4,-1,-1,-1
3603,ROMAN,1230,Intermediate Romanian I,"This is a comprehensive course in intermediate Romanian language. The course guides students through the intermediary levels of reading, writing, speaking and understanding Romanian. The course aggregates around a ""city theme"" where students need to perform all the social and linguistic tasks required to live comfortably with cultural understanding in a Romanian city. The students do extensive group and pair work, thus developing a comfortable learning routine where they can assess their own progress. There is extensive use of cultural artifacts and media.",4,-1,-1,-1
3604,ROMS,3010,Sweetness: How Sugar Built the Modern World,"When sugar ""was king,"" that is, when it was valued in the eighteenth and nineteenth centuries, as we might value petroleum today, European nations went to war in order to possess the sugar producing islands in the Caribbean. Sugar production, slave labor, and the transatlantic trade that they generated were crucial for European empire building and the creation of the enormous wealth that, in comparison with earlier historical periods, rapidly revolutionized agriculture, nutrition, industry, labor, and free trade; racialized Caribbean peoples; and gave rise to transatlantic debates on freedom, abolitionism, and humanitarian philanthropy. Readings include A. Stuart, Sugar in the Blood, S. Mintz, Sweetness and Power, C.L.R. James, Black Jacobins. Films include, Gutiérrez Alea's The Last Supper and M. Kalatozov's I am Cuba.",4,-1,-1,-1
3605,ROMS,4255,Freudo-Marxism: Theory and Praxis,"Marx, never reading Fraud, produced analysis of ideology and fetishism as class struggle; Freud, barely mentioning Marx, produced critique of socialism and communism. Freudo-Marxism began 1920s: Austria/Germany (Adler, Gross, Reich); Russia/USSR Bakhtin Circle (Vološinov). Subsequently: Fromm, Marcuse, Horkheimer, Adorno, Fanon, C. L. R. James, Lacan, Althusser, Timpanaro, Deleuze &amp; Guattari, Derrida, Castoriadis, Kofman, Karatani, Žižek, Kordella, Butler—across frontiers. Recent titles: The Capitalist Unconscious (Tomsic), The Invention of the Symptom (Bruno), Marxism and Psychoanalysis (Pavon-Cuellar), Marxism in Latin America from 1909 to the Present (Löwy), Marx and Freud in Latin American Politics, Psychology, and Religion in Times of Terror (Bosteels), The Fetish Revisited: Marx, Freud, and the Gods Black People Make (Matory). We begin with Marx and Freud.",4,-1,-1,-1
3606,ROMS,4655,Female Complaints: Gender in Early Modern Lyric & Modern Theory,"This course asks how Renaissance lyric poetry (including Petrarch, Labé, Ronsard, Shakespeare, Wroth) negotiates questions of gender through poetic innovation and, just as often, through the use of poetic commonplaces. We will read this poetry in conversation with modern and contemporary theory (including Cixous, Sedgwick, Ngai, Berlant) to help us understand Renaissance lyric's particular fascination with women's bodies. We will ask how male poets' cliché-ridden poems about women offer us ways to think about the persistence and flexibility of misogynist tropes. We will also ask how feminist and queer theory—as well as female poets' responses to their male predecessors and contemporaries—variously diagnose, subvert, and internalize those tropes. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
3607,ROMS,5080,Pedagogy Practicum,"This practicum is designed to better enable the TAs to meet the needs of their students in the understanding and acquisition of the linguistic forms, notions, and functions covered in their course.",1,-1,-1,-1
3608,ROMS,6100,Romance Studies Colloquium,"Designed to give insight into how to formulate projects, conduct research, and publish one's work, the colloquium offers a venue for faculty-graduate student dialogue in a collegial, intellectual setting.  Meetings are biweekly, 2-3 hours, and are open to all students and faculty in Romance Studies, but required for first year students in the program.  Each meeting, two faculty members will be invited to discuss their scholarship and also a short text of their choice, to be distributed beforehand.",2,-1,-1,-1
3609,ROMS,6255,Freudo-Marxism: Theory and Praxis,"Marx, never reading Fraud, produced analysis of ideology and fetishism as class struggle; Freud, barely mentioning Marx, produced critique of socialism and communism. Freudo-Marxism began 1920s: Austria/Germany (Adler, Gross, Reich); Russia/USSR Bakhtin Circle (Vološinov). Subsequently: Fromm, Marcuse, Horkheimer, Adorno, Fanon, C. L. R. James, Lacan, Althusser, Timpanaro, Deleuze &amp; Guattari, Derrida, Castoriadis, Kofman, Karatani, Žižek, Kordella, Butler—across frontiers. Recent titles: The Capitalist Unconscious (Tomsic), The Invention of the Symptom (Bruno), Marxism and Psychoanalysis (Pavon-Cuellar), Marxism in Latin America from 1909 to the Present (Löwy), Marx and Freud in Latin American Politics, Psychology, and Religion in Times of Terror (Bosteels), The Fetish Revisited: Marx, Freud, and the Gods Black People Make (Matory). We begin with Marx and Freud.",4,-1,-1,-1
3610,ROMS,6655,Female Complaints: Gender in Early Modern Lyric & Modern Theory,"This course asks how Renaissance lyric poetry (including Petrarch, Labé, Ronsard, Shakespeare, Wroth) negotiates questions of gender through poetic innovation and, just as often, through the use of poetic commonplaces. We will read this poetry in conversation with modern and contemporary theory (including Cixous, Sedgwick, Ngai, Berlant) to help us understand Renaissance lyric's particular fascination with women's bodies. We will ask how male poets' cliché-ridden poems about women offer us ways to think about the persistence and flexibility of misogynist tropes. We will also ask how feminist and queer theory—as well as female poets' responses to their male predecessors and contemporaries—variously diagnose, subvert, and internalize those tropes. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
3611,ROMS,6860,Contemporary Poetry and Poetics,"",4,-1,-1,-1
3612,RUSSA,1103,Conversation Practice,Reinforces the speaking skills learned in RUSSA 1121. Homework includes assignments that must be done in the language lab or on the students' own computer. Detailed description at russian.cornell.edu.,2,-1,-1,-1
3613,RUSSA,1121,Elementary Russian through Film,"Gives a thorough grounding in all the language skills; listening, speaking, reading, and writing. Course materials include clips from original Russian films and televisions programs. Homework includes assignments that must be done in the language lab or on the students' own computers. Note the RUSSA 1103 option. Detailed description at russian.cornell.edu.",4,-1,-1,-1
3614,RUSSA,1125,Reading Russian Press,The emphasis is on reading unabridged articles on a variety of topics from current Russian web pages and translating them into English; a certain amount of discussion (in Russian) may also be undertaken. Detailed description at russian.cornell.edu.,2,-1,-1,-1
3615,RUSSA,1131,Self-Paced Elementary Russian I,"RUSSA 1131 and RUSSA 1132 cover the standard Cornell first-year Russian language curriculum at a slower (or faster) pace than RUSSA 1103 -RUSSA 1104 and RUSSA 1121 -RUSSA 1122, the pace to be chosen by each individual student in consultation with the instructor. Somewhat larger homework reading, writing, and online assignments with fewer and shorter meetings with the instructors, one-on-one or in very small groups.",2,-1,-1,-1
3616,RUSSA,2203,Intermediate Composition and Conversation,"Guided conversation, translation, reading, pronunciation, and grammar review, emphasizing the development of accurate and idiomatic expression in the language. Course materials include video clips from an original Russian feature film and work with Russian web sites, in addition to the textbook. Detailed description at russian.cornell.edu.",4,-1,-1,-1
3617,RUSSA,3300,Directed Studies,"Taught on a specialized basis for students with special projects (e.g., to supplement a non-language course or thesis work).",1,-1,-1,-1
3618,RUSSA,3303,Advanced Composition and Conversation,"Reading, writing, and conversation: current Russian films (feature and documentary), newspapers, television programs, Russian web sites, and other materials are used. Detailed description at russian.cornell.edu.",2,-1,-1,-1
3619,RUSSA,3305,Reading and Writing for Heritage Speakers of Russian,"Intended for students who speak grammatically correct Russian but do not know Russian grammar and have not learned to read or write Russian well (or have not learned written Russian at all). May be taught slightly faster or slower in a given year, depending on the needs and interests of the students. Two classes a week teach writing and grammar and include related reading. These classes are required, and the students who take them receive 2 credit hours. The third (optional) class teaches reading and discussion, and grants an additional credit hour. Detailed description at russian.cornell.edu.",2,-1,-1,-1
3620,RUSSA,3309,Advanced Reading,"Designed to teach advanced reading and discussion skills. In seminar 101, weekly reading assignments include 20-40 pages of unabridged Russian, fiction or non-fiction. In seminar 102, the weekly assignments are 80-100 pages. Discussion of the reading is conducted entirely in Russian and centered on the content and analysis of the assigned selection.",4,-1,-1,-1
3621,RUSSA,4413,Modern Russia: Past and Present I,"Involves discussion, in Russian, of authentic Russian texts and films (feature or documentary) in a variety of non-literary styles and genres. Detailed description at russian.cornell.edu.",2,-1,-1,-1
3622,RUSSA,4491,Reading Course: Russian Literature in the Original Language,To be taken in conjunction with any Russian literature course at the advanced level. Students receive 1 credit for reading and discussing works in Russian in addition to their normal course work. Detailed description at russian.cornell.edu.,1,-1,-1,-1
3623,RUSSA,6633,Russian for Russian Specialists,"Designed for students whose areas of study require advanced active control of the language. Fine points of translation, usage, and style are discussed and practiced. Syllabus varies from year to year. May be taken more than once. Detailed description at russian.cornell.edu.",1,-1,-1,-1
3624,RUSSL,3333,Twentieth Century Russian Poetry,"",3,-1,-1,-1
3625,RUSSL,4492,Supervised Reading in Russian Literature,Independent reading course in topics not covered in regularly scheduled courses. Students select a topic in consultation with the faculty member who has agreed to supervise the course work.,1,-1,-1,-1
3626,SANSK,1131,Elementary Sanskrit I,An introduction to the essentials of Sanskrit grammar. Designed to enable the student to read classical and epic Sanskrit as soon as possible.,4,-1,-1,-1
3627,SANSK,2251,Intermediate Sanskrit I,Readings from simple Sanskrit poetry: the Mahabharata and the Ramayana.,3,-1,-1,-1
3628,SANSK,3301,Advanced Sanskrit I,Selected readings in Sanskrit literary and philosophical texts.,4,-1,-1,-1
3629,SHUM,1100,Art Histories: An Introduction,"This lecture course introduces students to the History of Art as a global and interdisciplinary field. Team-taught by a selection of professors from the department, in collaboration with members of the staff and faculty of the Herbert Johnson Museum of Art, its primary aim is to familiarize students with the most significant geographical areas, epochs and works of art, as well as with methods employed in their study and analysis. The course will be organized around a changing selection of themes central to the history of art. The theme for fall 2020 is ""Ornament,"" departing from a broad understanding of just what constitutes a work of art (in addition to painting, sculpture, and architecture, we will consider a range of objects of material culture, from ceramics to metalwork to the human body itself), paying particular attention to intersections of aesthetics and utility, and the attitudes of various cultures, from antiquity to the present, toward adornment and its interpretation.",4,-1,-1,-1
3630,SHUM,1615,Introduction to Ancient Rome,"Ancient Rome was a village the size of Ithaca that grew into a world empire. In this course students will be introduced to some of its literature, art, and famous personalities in the classical period (2nd c. BCE – 2nd c. CE) and will read some of the greatest masterpieces of Latin literature. Special attention will be given to the late republic and Augustan periods, and to Roman ethics. No prior knowledge of the ancient world is necessary. All readings are in English.",3,-1,-1,-1
3631,SHUM,1900,Global Engagements: Living and Working in a Diverse World,"The path to global citizenship begins with a facility for navigating cultural difference. How might we engage with communities, whether here in Ithaca or across the globe, whose pasts and present understandings are fundamentally different than our own? This course is designed to help students bring global engaged learning into their Cornell education. It introduces skills that are vital for intercultural engagement, including participant-observation research, ethnographic writing, and the habits of critical reflexivity. Students will complete projects with service learning placements in the Ithaca community. They will also begin an ePortfolio as they explore their identity and engage with the international community on campus.",4,-1,-1,-1
3632,SHUM,2008,The Aesthetics of Displacement,"This course analyses autobiographical writings by authors who experienced settler colonialism, forced removals, and historical erasure. The course is intended to help answer questions around voice, indigeneity, and literary resistance in response to settler colonial violence. In its larger scheme, it asks: What are the shared aesthetics and themes of these writings? How do their authors relay generational and personal trauma? What are some of their literary and political interventions? Students will primarily read verse and prose memoirs by American Indian and Palestinian authors. The course takes a comparative turn as it engages with possible intersections between Palestinian and Native stories, especially those that are written within or about turbulent historical moments. Class discussions and assignments will have critical and creative components, and students are expected to write analytical pieces about the readings and fulfill a creative project that requires a more intimate engagement with the class's themes.",3,-1,-1,-1
3633,SHUM,2101,South Asian Diaspora,"This interdisciplinary course (with an emphasis in anthropology) will introduce students to the multiple routes/roots, lived experiences, and imagined worlds of South Asians who have traveled to various lands at different historical moments spanning Fiji, South Africa, Mauritius, Britain, Malaysia, United States, Trinidad, and even within South Asia itself such as the Tamil-speaking population of Sri Lanka. The course will begin with the labor migrations of the 1830s and continue up to the present period. The primary exercise will be to compare and contrast the varied expressions of the South Asian Diaspora globally in order to critically evaluate this transnational identity. Thus, we will ask what, if any, are the ties that bind a fifth-generation Indo-Trinidadian whose ancestor came to the New World as an indentured laborer or ""coolie"" in the mid-19th century to labor in the cane fields, to a Pakistani medical doctor who migrated to the United States in the late 1980s. If Diaspora violates a sense of identity based on territorial integrity, then could ""culture"" serve as the basis for a shared identity?",4,-1,-1,-1
3634,SHUM,2220,From the New Deal to the Age of Reagan,"This seminar will explore some of the major political and cultural trends in the United States,  from the era of the Democratic New Dealer, Franklin D. Roosevelt, through the era of the conservative Republican, Ronald Reagan? This seminar will explore through primary source research and secondary readings  the key economic, political, and cultural characteristics and transformations of the period from 1930 though the turn of the century.  The course will examine the rise, persistence, and breakdown of the so-called ""New Deal Order"" and the crucial political shifts that we call the ""Reagan Revolution."" A key theme in this course will be the transformations and critiques of American liberalism and conservatism.",4,-1,-1,-1
3635,SHUM,2437,"Economy, Power, and Inequality","How do humans organize production, distribution, exchange, and consumption? What social, political, environmental, and religious values underlie different forms of economic organization? And how do they produce racial, ethnic, class, gender, and sexual inequalities? This course uses a range of historical and contemporary case studies to address these questions, in the process introducing a range of analytic approaches including formalism, substantivism, Marxist and feminist theory, critical race studies, and science and technology studies. Course themes include gifts and commodities; the nature of money, markets, and finance; credit and debt relations; labor, property, and value; licit and illicit economies; capitalism and socialism; development and underdevelopment.",3,-1,-1,-1
3636,SHUM,2455,Introduction to Bioethics,"Bioethics is the study of ethical questions raised by advances in the medical field.  Questions we'll discuss will include:  Is it morally permissible to advance a patient's death, at his or her request, to reduce suffering?  Is there a moral difference between killing someone and letting someone die?  What ethical issues are raised by advance care planning?  What is it to die?  What forms of cognitive decline or physical change could you survive (and still be you)?  On the flip side, were you ever a fetus?  How should the rights of pregnant women be balanced against those of the fetus?  Should parents be given control over the genetic make-up of their children?  Are some forms of human enhancement morally troubling?  Should we aim to be better than well?  What is it to be disabled?  How should scarce health care resources or costly therapies be allocated to those in need?  Should organ sales be permitted?  Should medical treatment (or health insurance!) ever be compulsory, or is mandating treatment unacceptably paternalistic?  Should doctors or hospitals be permitted to refuse to provide certain medical services that violate their consciences?",4,-1,-1,-1
3637,SHUM,2650,Introduction to African American Literature,"This course will introduce students to the African American literary tradition. Through aesthetic and contextual approaches, we will consider how African American life and culture has defined and constituted the United States of America. From slave narratives to Hip-Hop music, we will trace the range of artistic conventions and cultural movements while paying close attention to broader historical shifts in American life over the past three centuries. We will ask: How do authors create and define a tradition? What are some of the recurring themes and motifs within this tradition? Authors will include: David Walker, Frederick Douglass, Ida B. Wells-Barnett, W.E.B. DuBois, Zora Neale Hurston, Lorraine Hansberry, James Baldwin, Toni Morrison, Claudia Rankine, and Chimamanda Adichie.",4,-1,-1,-1
3638,SHUM,2711,Archaeology of the Roman World: Italy and the West,"With megacities, long-distance trade, and fluid identities, the Roman empire can seem uncannily close to our modern world. This course adopts a thematic approach to explore whether this is a valid parallel, based on archaeological evidence ranging from temples to farms, from wine containers to statues.",4,-1,-1,-1
3639,SHUM,2750,Introduction to Humanities,"This seminar offers an introduction to the humanities by exploring the historical, cultural, social and political themes. Students will explore themes in critical dialogue with a range of texts and media drawn from the arts, humanities, and/or humanistic social sciences. Guest speakers, including Cornell faculty and Society for the Humanities Fellows, will present from different disciplines and points of view. Students will make field trips to local sites relevant to the theme, and visit Cornell special collections and archives. Students enrolled in this seminar will have the opportunity to participate in additional programming related to the Society's annual focus theme and the Humanities Scholars Program for undergraduate humanities research.",4,-1,-1,-1
3640,SHUM,2754,Wondrous Literatures of the Near East,"This course examines Near East's rich and diverse literary heritage. We will read a selection of influential and wondrous texts from ancient to modern times, spanning geographically from the Iberian peninsula to Iran. We will trace three major threads: myths of creation and destruction; travel narratives; and poetry of love and devotion. Together we will read and discuss such ancient works as the 'Epic of Gilgamesh' and 'The Song of Songs,' as well as selections from medieval works such as the 'Travels' of Ibn Battuta, the 'Shahnameh' of Ferdowsi, poetry of Yehuda HaLevi, and The Thousand and One Nights. The modern unit will include work by Egyptian Nobel Laureate, Naguib Mahfouz. Students will also have the opportunity to research and analyze primary source materials in the collections of Cornell Rare Books and Manuscript Collection, and the Johnson Art Museum. All material is in English translation.",3,-1,-1,-1
3641,SHUM,3010,Sweetness: How Sugar Built the Modern World,"When sugar ""was king,"" that is, when it was valued in the eighteenth and nineteenth centuries, as we might value petroleum today, European nations went to war in order to possess the sugar producing islands in the Caribbean. Sugar production, slave labor, and the transatlantic trade that they generated were crucial for European empire building and the creation of the enormous wealth that, in comparison with earlier historical periods, rapidly revolutionized agriculture, nutrition, industry, labor, and free trade; racialized Caribbean peoples; and gave rise to transatlantic debates on freedom, abolitionism, and humanitarian philanthropy. Readings include A. Stuart, Sugar in the Blood, S. Mintz, Sweetness and Power, C.L.R. James, Black Jacobins. Films include, Gutiérrez Alea's The Last Supper and M. Kalatozov's I am Cuba.",4,-1,-1,-1
3642,SHUM,3434,Underground Railroad Seminar,"This course offers undergraduates a unique approach to exploring the abolition movement and the Underground Railroad in Central New York. It is an experiential course that includes visits to specific known underground stations in Ithaca as well as Harriet Tubman's residence and the William H. Seward House in Auburn, NY. It is also a community-engaged course in which students will contribute research for grant writing for two sites: the St. James AME Zion Church in Ithaca, which is a documented Underground Railroad station, and the Howland Stone Store Museum in Sherwood, NY. Readings include classic slave narratives by Frederick Douglass, Equiano, Mary Prince, and Solomon Northup and histories of the Underground Railroad by Eric Foner and Kate Clifford Larson.",3,-1,-1,-1
3643,SHUM,3475,Philosophy of Punishment,"This course addresses central debates in the philosophy of legal punishment. We will analyze the leading theories of punishment, including the familiar retributivist and deterrent alternatives, as well as lesser-known hybrid, self-defense, and rehabilitative accounts. We will ask whether each theory offers a general justification for establishing institutions of punishment, and whether each theory justifies specific acts of punishment. Other topics may include criminal responsibility, the legitimacy of collateral consequences (e.g., the denial of felons' voting rights), alternatives to punishment, etc.",4,-1,-1,-1
3644,SHUM,3520,(Dis)ability Studies: A Brief History,"This course will offer an overview of theoretical and historical responses to bodily and cognitive difference.  What was the status of people with (dis)abilities in the past, when they were called monsters, freaks, abnormal?  How are all of these concepts related, and how have they changed over time?  How have we moved from isolation and institutionalization towards universal design and accessibility as the dominant concepts relative to (dis)ability?  Why is this shift from focusing on individual differences as a negative attribute to reshaping our architectural and more broadly social constructions important to everyone?  Authors to be studied include: Georges Canguilhem, Michel Foucault, Lennard Davis, Tobin Siebers, David T. Mitchell and Sharon L. Snyder, and Jasbir Puar.",4,-1,-1,-1
3645,SHUM,4661,"Rethinking Boundaries of the Human: Crip Ecology, Disability, and Otherness","This course draws on feminist, queer, and crip theories; animal studies; disability studies; indigenous studies; and environmental studies to examine anthropocentrism and various forms of violence that target groups of people and the environment. How has the definition of the human variously aided or challenged oppressions and violence? How does the otherness of certain humans relate to nonhuman existence and its conditions of being ""neither alive nor dead""? Through the representations of death, violence, animals, plants, ghosts, objects, and environments in animated and documentary films, novels, art, nonfiction, as well as history and material culture, the course will rethink the functions of the parameters—ethical, legal, aesthetic, emotional, and political—of the human and of human rights. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
3646,SHUM,4662,Dark Laboratory: Black and Native Media Ecologies,"Using creative technology (documentary film, augmented reality, DJ'ing) as a mode of storytelling, students will engage in collaboration, design, and towards a transmedia installation, including visual and sonic elements. No technical experience in filmmaking is required, the course will be divided between theoretical textual analysis and documentary workshops. By centering ecologies and the rural experience, we look to the materiality of deep time through the soil as a storyteller in order to understand thousands of years of human history. The landscape of Ithaca, with the overlap of Gayogo̱hó꞉nǫ' (Cayuga) homelands and the Underground Railroad, is a focal point and case study for theorizing rural and agricultural entanglements as global stories. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
3647,SHUM,4663,Utopia Lost? Failure and its Aftermaths,"What does it mean to consider something a failure? What happens when a movement or campaign never quite gets off the ground, never got the traction they wanted, when a dream never comes to fruition? This class will consider the question of failure through analyzing thwarted sociopolitical, artistic, religious movements across disparate global sites and historical moments, with a particular focus on what comes after, and how failure is determined, and by whom. Case studies will include diverted leftist campaigns, millenarian movements past and present (what happens when the end of the world never comes), artistic initiatives that came and went, and filmic and literary interpretations of failures. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
3648,SHUM,4664,Death in the City: Funerary Architecture in Muslim South Asia,"This seminar examines the development and transformation of Muslim funerary landscapes in the Indian subcontinent from the twelfth to the nineteenth centuries. It explores the relationship between sepulchral spaces and the urban environments with which they are connected, highlighting their role as spaces of sociability as well as piety. We will study the long history of funerary architecture through a series of case studies. This examination will involve architectural analysis of sites such as the shrine of Nizam al-Din Awliya in Delhi, close readings of poetic compositions, for example, the Maklinamah of Mir Sher 'Ali Qani, and travelogues like the Rihla of Ibn Battuta, to unravel the processes by which sites are re-imagined and re-made over time. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
3649,SHUM,4665,Female Complaints: Gender in Early Modern Lyric & Modern Theory,"This course asks how Renaissance lyric poetry (including Petrarch, Labé, Ronsard, Shakespeare, Wroth) negotiates questions of gender through poetic innovation and, just as often, through the use of poetic commonplaces. We will read this poetry in conversation with modern and contemporary theory (including Cixous, Sedgwick, Ngai, Berlant) to help us understand Renaissance lyric's particular fascination with women's bodies. We will ask how male poets' cliché-ridden poems about women offer us ways to think about the persistence and flexibility of misogynist tropes. We will also ask how feminist and queer theory—as well as female poets' responses to their male predecessors and contemporaries—variously diagnose, subvert, and internalize those tropes. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
3650,SHUM,4750,Senior Capstone Seminar for Humanities Scholars,"This course is designed to support seniors in the Humanities Scholars Program working on their capstone projects. The course aligns with the following HSP learning goals: 1. Creating a cohort of humanities researchers (students meet weekly to discuss their projects, short- and long-term goals, and how they are progressing); 2. Sharing work in progress so that each student can test out arguments, forms of presentation, and evaluate their disciplinary positions; 3. Gaining experience working collaboratively and in groups. Students in the course will be supported by in their capstone project research and writing.",1,-1,-1,-1
3651,SHUM,4803,What Is Classics? Towards a Critical Disciplinary History,"Within the long roiling and much-heralded 'crises of the humanities', Classics is experiencing a contemporary crisis of its own. These queries are not least shaped around the disciplines continuing cultural relevance and uneven enrollments, but also in its relationships with white supremacy—relationships of complicity as much as co-option. That Classics is in crisis, however, is not a new phenomenon. In this course, we trace queries and fractures of the disciplinary method, scope, objects, and epistemologies through the history of this thing we have come to know as ""Classics"".",4,-1,-1,-1
3652,SHUM,6661,"Rethinking Boundaries of the Human: Crip Ecology, Disability, and Otherness","This course draws on feminist, queer, and crip theories; animal studies; disability studies; indigenous studies; and environmental studies to examine anthropocentrism and various forms of violence that target groups of people and the environment. How has the definition of the human variously aided or challenged oppressions and violence? How does the otherness of certain humans relate to nonhuman existence and its conditions of being ""neither alive nor dead""? Through the representations of death, violence, animals, plants, ghosts, objects, and environments in animated and documentary films, novels, art, nonfiction, as well as history and material culture, the course will rethink the functions of the parameters—ethical, legal, aesthetic, emotional, and political—of the human and of human rights. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
3653,SHUM,6662,Dark Laboratory: Black and Native Media Ecologies,"Using creative technology (documentary film, augmented reality, DJ'ing) as a mode of storytelling, students will engage in collaboration, design, and towards a transmedia installation, including visual and sonic elements. No technical experience in filmmaking is required, the course will be divided between theoretical textual analysis and documentary workshops. By centering ecologies and the rural experience, we look to the materiality of deep time through the soil as a storyteller in order to understand thousands of years of human history. The landscape of Ithaca, with the overlap of Gayogo̱hó꞉nǫ' (Cayuga) homelands and the Underground Railroad, is a focal point and case study for theorizing rural and agricultural entanglements as global stories. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
3654,SHUM,6663,Utopia Lost? Failure and its Aftermaths,"What does it mean to consider something a failure? What happens when a movement or campaign never quite gets off the ground, never got the traction they wanted, when a dream never comes to fruition? This class will consider the question of failure through analyzing thwarted sociopolitical, artistic, religious movements across disparate global sites and historical moments, with a particular focus on what comes after, and how failure is determined, and by whom. Case studies will include diverted leftist campaigns, millenarian movements past and present (what happens when the end of the world never comes), artistic initiatives that came and went, and filmic and literary interpretations of failures. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
